feature_set,features_used,n_features,lookback,width1,width2,dropout,lr,cell,fold,mcc,thr_val,bal_acc,auprc,auroc,epochs_trained
v2,all,11,60,64,32,0.0,0.0005,GRU,5,0.08553354660561246,0.3925357460975647,0.5267660287503307,0.5512706566584318,0.5205926448540437,14
v2,all,11,60,64,32,0.0,0.0005,LSTM,1,0.0700451874099146,0.3942740857601166,0.5088618649914133,0.5084041584770309,0.49793039674734696,7
v2,all,11,60,64,32,0.0,0.0005,LSTM,2,0.03697004892864046,0.32087498903274536,0.5143890970538535,0.5141659610231237,0.48964807875982663,7
v2,all,11,60,64,32,0.0,0.0005,LSTM,3,0.05832513688864203,0.6382625102996826,0.5260445682451254,0.5257682963850097,0.511193373405659,8
v2,all,11,60,64,32,0.0,0.0005,LSTM,4,0.08490409436670582,0.3805307447910309,0.5159360797537018,0.5267621318806571,0.4989810878170356,7
v2,all,11,60,64,32,0.0,0.0005,LSTM,5,0.08702965676325379,0.6500223278999329,0.5100721697974542,0.562462706987046,0.5167710262515801,8
v2,all,11,60,64,32,0.1,0.0005,GRU,1,0.07886527473988318,0.401356041431427,0.5287175798852177,0.5384701230480613,0.5038896798720075,7
v2,all,11,60,64,32,0.1,0.0005,GRU,2,0.04927897476399532,0.6189788579940796,0.5025641025641026,0.5391352930254014,0.5047094261993975,14
v2,all,11,60,64,32,0.1,0.0005,GRU,3,0.06827898795090367,0.5910335183143616,0.5089796217563407,0.5155326750203768,0.48713531740214044,8
v2,all,11,60,64,32,0.1,0.0005,GRU,4,0.08331321823245061,0.5105233788490295,0.5390302008503152,0.5414214439170222,0.5308715730831257,9
v2,all,11,60,64,32,0.1,0.0005,GRU,5,0.05415148287645266,0.3855058252811432,0.5081319634300496,0.5370556834428122,0.5111929329452921,13
v2,all,11,60,64,32,0.1,0.0005,LSTM,1,0.06442034936901252,0.3203640878200531,0.5057868161869394,0.5051285344571421,0.4871090137826769,7
v2,all,11,60,64,32,0.1,0.0005,LSTM,2,0.09449426868233649,0.303215891122818,0.51334582323121,0.5419651006616479,0.5098449783263537,10
v2,all,11,60,64,32,0.1,0.0005,LSTM,3,0.057768328917422035,0.839113712310791,0.5051861897082539,0.4990147352793536,0.4640008796364169,8
v2,all,11,60,64,32,0.1,0.0005,LSTM,4,0.05960690887683225,0.3957855701446533,0.5198687875678053,0.49528152154045557,0.4900014660606949,15
v2,all,11,60,64,32,0.1,0.0005,LSTM,5,0.07997572741684719,0.29403597116470337,0.5105314989564042,0.5262080531769587,0.4971337860481524,7
v2,all,11,60,64,32,0.2,0.0005,GRU,1,0.08822899644006338,0.3984178602695465,0.5398325235949448,0.5533084786784386,0.5362474129959343,9
v2,all,11,60,64,32,0.2,0.0005,GRU,2,0.03802664466985896,0.47300460934638977,0.5159282932921901,0.5121203416372387,0.4832929248402028,10
v2,all,11,60,64,32,0.2,0.0005,GRU,3,0.038997641816234996,0.3235817849636078,0.5028624835068172,0.48375382864132543,0.4526755607682158,7
v2,all,11,60,64,32,0.2,0.0005,GRU,4,0.06181876702724066,0.5236532688140869,0.5234752968772908,0.514799398854173,0.4979181938132239,13
v2,all,11,60,64,32,0.2,0.0005,GRU,5,0.08560511382775175,0.5532546043395996,0.5314107652056325,0.5612637965236443,0.5220698474292266,11
v2,all,11,60,64,32,0.2,0.0005,LSTM,1,0.07892792266123581,0.6599651575088501,0.5064766839378239,0.5334098430110426,0.4843825683629585,7
v2,all,11,60,64,32,0.2,0.0005,LSTM,2,0.04970650169020002,0.29200121760368347,0.5169568731173315,0.5250477383804949,0.4972889574608772,12
v2,all,11,60,64,32,0.2,0.0005,LSTM,3,0.034622532631808804,0.5183440446853638,0.5153643160826858,0.49176544444302156,0.47790646532766456,7
v2,all,11,60,64,32,0.2,0.0005,LSTM,4,0.03577892148129755,0.7588311433792114,0.5013157894736842,0.504424502914972,0.48602111127400677,7
v2,all,11,60,64,32,0.2,0.0005,LSTM,5,0.10246893707600596,0.5860072374343872,0.5411816150748155,0.5647078634372571,0.5389070170796955,7
v2,all,11,60,64,32,0.0,0.0003,GRU,1,0.0486207603353282,0.5858424305915833,0.5128799776893834,0.5278870012392717,0.4973689618224251,12
v2,all,11,60,64,32,0.0,0.0003,GRU,2,0.10399000270220904,0.4499730169773102,0.5506281683932114,0.5589286292629042,0.5318786275806333,7
v2,all,11,60,64,32,0.0,0.0003,GRU,3,0.04819755894590686,0.6731477975845337,0.5074329277232078,0.5225397604900041,0.5002638909250844,12
v2,all,11,60,64,32,0.0,0.0003,GRU,4,0.09257347646108216,0.5053538680076599,0.5455944876117871,0.5520467699484227,0.5403899721448469,30
v2,all,11,60,64,32,0.0,0.0003,GRU,5,0.08784564504368945,0.515023410320282,0.5424052679542581,0.5675207096140014,0.5419863597612957,7
v2,all,11,60,64,32,0.0,0.0003,LSTM,1,0.05944087972232874,0.7409581542015076,0.5117424298022869,0.5110685475378871,0.47760865417076426,12
v2,all,11,60,64,32,0.0,0.0003,LSTM,2,0.03151962814803913,0.3255516588687897,0.5127286753361252,0.517763023102236,0.4943281169642201,11
v2,all,11,60,64,32,0.0,0.0003,LSTM,3,0.06827898795090367,0.8699018955230713,0.5089796217563407,0.5192914227949641,0.4861970385573963,9
v2,all,11,60,64,32,0.0,0.0003,LSTM,4,0.061202654658975106,0.4182664155960083,0.513689341738748,0.5293581030470517,0.5121389825538778,16
v2,all,11,60,64,32,0.0,0.0003,LSTM,5,0.0985344377140954,0.3658735752105713,0.5336192198018638,0.539375313271335,0.5251344915777406,8
v2,all,11,60,64,32,0.1,0.0003,GRU,1,0.058398234641420646,0.5664117336273193,0.517334761995626,0.533591651948581,0.5080949375449515,11
v2,all,11,60,64,32,0.1,0.0003,GRU,2,0.06521164131345789,0.47216904163360596,0.5320035265594005,0.5340328112374335,0.5115788700315921,11
v2,all,11,60,64,32,0.1,0.0003,GRU,3,0.08793850211175058,0.7033513188362122,0.5078947368421053,0.543115333162315,0.513091922005571,31
v2,all,11,60,64,32,0.1,0.0003,GRU,4,0.055292045752895064,0.3500681519508362,0.5072716610467674,0.4989472055846638,0.4636416947661633,9
v2,all,11,60,64,32,0.1,0.0003,GRU,5,0.1254469858578617,0.5883493423461914,0.5522165387894289,0.5910745238915144,0.5575815033659641,10
v2,all,11,60,64,32,0.1,0.0003,LSTM,1,0.06105418250350614,0.7932113409042358,0.5038860103626943,0.5002089750433376,0.45927578564194393,9
v2,all,11,60,64,32,0.1,0.0003,LSTM,2,0.06046946256058359,0.12347166240215302,0.514021747116303,0.5297462904489028,0.505098817133201,14
v2,all,11,60,64,32,0.1,0.0003,LSTM,3,0.07509954619391135,0.62457275390625,0.5206751209500073,0.5344921216802128,0.5230538044275033,7
v2,all,11,60,64,32,0.1,0.0003,LSTM,4,0.05140117964138146,0.4029620587825775,0.5206311391291599,0.5102737660264511,0.4975443483360211,7
v2,all,11,60,64,32,0.1,0.0003,LSTM,5,0.06767378650046371,0.24739502370357513,0.5043103448275862,0.5204296280281597,0.5040788429314754,7
v2,all,11,60,64,32,0.2,0.0003,GRU,1,0.03905230504721352,0.30081525444984436,0.5047336670140469,0.49985534396737585,0.4584464765371574,7
v2,all,11,60,64,32,0.2,0.0003,GRU,2,0.07798407337935233,0.3505202829837799,0.505730659025788,0.5171642177237433,0.48257291896260374,8
v2,all,11,60,64,32,0.2,0.0003,GRU,3,0.07589809930944583,0.3092770278453827,0.5055710306406686,0.5135882522108686,0.5004398182084739,13
v2,all,11,60,64,32,0.2,0.0003,GRU,4,0.08022179922914804,0.6536552309989929,0.506578947368421,0.5312876824624853,0.49714118164492005,15
v2,all,11,60,64,32,0.2,0.0003,GRU,5,0.04214441224156276,0.47773033380508423,0.5131882588117705,0.5188356925832058,0.4972146279801276,7
v2,all,11,60,64,32,0.2,0.0003,LSTM,1,0.07779220076802304,0.6327617168426514,0.513522141819196,0.5380843948184646,0.49890648622466205,7
v2,all,11,60,64,32,0.2,0.0003,LSTM,2,0.05979962571815232,0.22453126311302185,0.5141723605906987,0.5228749604424792,0.49744324443464843,10
v2,all,11,60,64,32,0.2,0.0003,LSTM,3,0.09308253705422066,0.23033250868320465,0.5083565459610028,0.49925491964307805,0.4799003078727459,10
v2,all,11,60,64,32,0.2,0.0003,LSTM,4,0.038997641816234996,0.2837584614753723,0.5028624835068172,0.4945308042555895,0.48338220202316373,10
v2,all,11,60,64,32,0.2,0.0003,LSTM,5,0.04407036872399372,0.39192041754722595,0.5098700649675163,0.526671158525557,0.4992209777464208,9
v2,all,11,120,32,16,0.0,0.0005,GRU,1,0.09526951362594652,0.34607771039009094,0.5195958279009126,0.5244589250373906,0.4991916558018253,9
v2,all,11,120,32,16,0.0,0.0005,GRU,2,0.09230287617178443,0.33203428983688354,0.5322187391152908,0.5406302719055358,0.5199320794148381,7
v2,all,11,120,32,16,0.0,0.0005,GRU,3,0.08367255789278635,0.3713523745536804,0.5090297665538488,0.5010709355402797,0.4836240562353553,7
v2,all,11,120,32,16,0.0,0.0005,GRU,4,0.04688929126285255,0.37534454464912415,0.5061789464549162,0.4867630484394405,0.48519482773583267,9
v2,all,11,120,32,16,0.0,0.0005,GRU,5,0.10313377249452235,0.36821258068084717,0.521556448666423,0.5392985244123297,0.5169546079301286,19
v2,all,11,120,32,16,0.0,0.0005,LSTM,1,0.08269909102120786,0.46143782138824463,0.5380008691873098,0.5520247232019139,0.5303085614950022,8
v2,all,11,120,32,16,0.0,0.0005,LSTM,2,0.09967027703059493,0.598556399345398,0.5285527690700105,0.5509473953530954,0.5145071403692093,9
v2,all,11,120,32,16,0.0,0.0005,LSTM,3,0.10292703728716542,0.6654630899429321,0.5129957476351644,0.5439092154019385,0.5085741560357546,13
v2,all,11,120,32,16,0.0,0.0005,LSTM,4,0.09760519392724627,0.5095794796943665,0.5485984552633862,0.5326566333977468,0.5320489455870866,8
v2,all,11,120,32,16,0.0,0.0005,LSTM,5,0.07014447217780717,0.3281415104866028,0.5046583850931677,0.5230055312088762,0.5022530751431007,7
v2,all,11,120,32,16,0.1,0.0005,GRU,1,0.036798083669106744,0.6358629465103149,0.501412429378531,0.48880229427930244,0.46514558887440244,16
v2,all,11,120,32,16,0.1,0.0005,GRU,2,0.07256757393933484,0.43757352232933044,0.5233106931382794,0.5344984836985658,0.5194531522117729,16
v2,all,11,120,32,16,0.1,0.0005,GRU,3,0.04054848884098257,0.6153665781021118,0.5105918597587433,0.5054348205815926,0.49564349561746074,9
v2,all,11,120,32,16,0.1,0.0005,GRU,4,0.07642057619734806,0.4900437891483307,0.5256703983337673,0.5253589490808573,0.5221643669183372,16
v2,all,11,120,32,16,0.1,0.0005,GRU,5,0.134887828088114,0.39663952589035034,0.5273109243697479,0.5272727745787223,0.5086599857334237,9
v2,all,11,120,32,16,0.1,0.0005,LSTM,1,0.05417546032800314,0.23834365606307983,0.5065319426336375,0.5236509786287459,0.5015297696653629,7
v2,all,11,120,32,16,0.1,0.0005,LSTM,2,0.07151783700214666,0.4050498902797699,0.508194009056078,0.5197620440882454,0.48400383141762454,7
v2,all,11,120,32,16,0.1,0.0005,LSTM,3,0.08057155933115823,0.8249616622924805,0.5114510110214354,0.5404793505764152,0.5098498654864184,7
